expmod,kurt,Li,count1,count2
285,17.753,5.7812,15.75,56.0
240,13.405,26.22,15.5,61.75
270,18.743,5.9843,16.25,58.0
330,18.134,9.0217,17.0,57.25
225,17.794,28.873,16.25,57.5
300,13.815,29.87,20.5,63.25
315,17.905,7.8636,16.75,57.25
285,16.901,12.01,16.0,57.25
315,17.84,26.456,16.0,57.5
315,14.234000000000002,20.8,19.75,60.5
375,17.692999999999994,8.9785,16.0,60.25
285,17.831,8.1278,16.0,58.25
270,17.305999999999994,15.361,17.25,59.5
240,13.496,25.846,18.25,62.75
300,17.340999999999998,15.033,16.25,56.75
345,15.062,14.344,17.5,65.0
285,15.905,14.437,14.25,59.0
375,14.005999999999998,12.031,17.0,61.5
360,16.165,14.159,14.5,62.25
300,13.673,3.6172,20.0,62.25
210,17.663,8.1376,16.75,59.5
240,13.53,29.822,21.25,66.5
255,17.755,13.345,15.25,58.5
225,16.608,2.5493,15.25,62.25
240,14.102,9.5697,14.0,62.25
240,17.906,8.3565,16.25,58.0
225,13.558,24.973000000000006,20.25,64.5
210,17.827,12.044,16.25,60.25
210,17.989,6.5886,16.5,58.75
240,13.53,20.006,19.5,64.75
225,17.533,9.0256,16.0,59.5
225,13.504,4.4376,16.5,62.0
240,17.933,30.901,17.5,61.75
255,17.554000000000002,8.2373,16.25,59.0
120,7.5758,30.739,17.5,61.25
210,17.827,13.464,16.0,61.0
240,17.098,3.2723,16.25,61.75
255,18.071,7.5617,16.25,61.75
240,17.8,9.4453,15.25,60.0
255,13.616,21.889,21.0,66.5
225,17.805,11.122,16.5,62.0
255,17.632,9.1715,16.5,58.25
285,14.077,22.051,17.75,62.5
240,17.998,6.0609,15.75,60.5
210,17.922,8.8671,16.25,59.75
255,13.987,20.64,14.25,62.75
255,17.77,9.1429,16.25,59.75
210,18.172,7.8089,16.0,58.5
255,18.661,4.2686,16.0,58.5
240,13.899,22.248,21.25,65.25
225,24.398000000000003,31.375,16.0,74.25
165,17.226,21.82,16.75,60.75
180,23.452,24.904,14.5,55.0
255,18.57,23.808000000000003,16.0,57.25
150,21.069000000000006,27.955,14.0,53.75
240,13.811,23.651,21.0,63.0
285,17.820999999999994,9.095,16.25,60.5
165,21.557,43.146,21.0,67.5
195,24.415,43.209,21.75,70.25
300,13.978,26.467,17.5,60.5
255,18.289,13.878,16.75,60.0
210,15.304,26.655,19.5,65.75
255,17.723,12.783,15.75,62.0
255,13.56,19.966,20.0,65.0
255,17.84,5.3582,16.25,61.75
255,18.022,4.0692,16.5,60.5
270,18.132,8.7776,16.5,58.25
240,18.051,5.3828,17.0,63.0
240,13.767,27.318,18.25,61.75
240,18.007,15.323,16.0,59.0
105,8.0872,46.712,19.0,66.25
240,18.21,14.861,15.75,61.0
225,17.864,7.4694,16.0,59.75
240,13.735,31.834,20.25,67.0
270,17.983,7.2098,16.5,61.0
210,14.603,9.5019,16.25,62.75
330,17.034000000000002,2.5505,13.75,61.75
315,18.123,8.9267,16.0,61.0
195,18.693,24.823,16.25,57.5
165,17.267,24.467,17.25,60.5
135,25.573,24.091,13.5,52.25
180,25.061,22.587,12.25,51.5
195,21.041,29.652,15.75,59.75
180,27.844,24.031,14.0,60.25
240,25.003,36.857,16.5,72.75
165,18.417,25.28,17.25,63.75
255,24.816,24.741,13.25,54.25
270,18.247,23.759,16.25,63.0
195,18.015,21.424,17.0,56.0
180,24.191,27.232,14.5,55.75
90,9.9448,29.642,16.0,60.5
135,26.308000000000003,22.852,25.75,72.75
150,16.476,47.85,16.25,54.25
165,22.423,22.681,14.75,54.0
180,13.425,6.1677,20.0,64.0
210,13.222,9.1942,19.75,68.0
255,17.719,2.2737,16.0,60.25
240,14.75,12.581,18.25,61.75
90,12.866,26.225,11.5,59.5
135,16.41,27.798,16.25,55.5
165,23.134,28.86,13.5,53.5
195,17.672,8.4624,16.75,62.0
180,23.921,26.434,13.5,56.75
195,16.963,33.364000000000004,16.75,60.5
150,23.322,31.49,14.5,64.75
285,25.661,30.461,15.75,59.75
210,25.392,24.232,13.5,52.25
165,15.173,33.272,16.5,60.25
75,6.9119,33.294000000000004,13.75,55.25
75,5.6098,75.493,17.25,72.75
105,12.873,65.896,13.0,59.25
90,10.939,32.15,16.75,69.25
105,6.9177,46.975,22.5,66.0
105,8.1407,55.677,18.5,61.5
90,13.821,68.854,23.5,64.0
105,1.9652,70.9,19.5,75.25
90,10.395,58.092,22.0,65.25
135,4.7487,14.151,15.0,62.25
150,19.03,49.042,13.0,64.5
105,5.5712,39.757,18.5,65.75
120,11.021,72.607,23.0,64.75
120,3.4472,68.085,16.5,66.5
75,12.118,56.609,14.75,70.5
135,5.4687,31.785,23.5,72.75
90,7.2873,62.517,19.75,63.0
90,11.869000000000002,69.255,13.75,68.25
120,4.4946,20.011,25.75,71.0
60,7.773,33.676,14.0,64.75
90,3.2584,20.563,16.0,67.0
90,6.9085,26.461,22.75,79.25
195,14.188,42.12600000000001,14.25,52.75
240,17.599,9.5279,18.5,62.75
165,21.587,25.944000000000006,14.75,59.5
195,19.339,21.791,13.75,54.75
180,21.679,24.863000000000003,11.75,58.5
105,22.044,30.94,14.25,55.5
180,25.619,25.41,13.5,54.25
165,17.476,38.235,16.0,59.0
150,27.555,22.284,17.0,56.0
165,22.352,25.325,14.0,57.25
225,22.754,22.199,15.0,63.0
180,18.869,22.948,16.75,59.75
165,23.88,41.905,14.25,58.75
195,24.08,25.089,12.5,51.75
165,20.595,21.518,16.0,56.5
75,7.1142,57.458,16.5,62.25
90,7.4737,46.066,19.5,69.25
105,11.728,47.636,23.0,70.0
75,14.387,75.852,15.0,56.75
105,6.0056,67.189,24.25,64.75
135,12.422,28.202,21.75,67.75
120,7.1152,16.582,19.5,72.75
105,7.7201,32.608000000000004,22.75,64.75
120,10.768,62.369,25.5,67.75
135,8.2393,44.057,9.5,62.0
120,7.3842,49.642,28.0,75.5
105,4.7784,17.567999999999998,22.0,67.5
120,9.8145,21.714,21.0,61.75
120,3.8805,43.06100000000001,21.25,71.5
105,10.512,28.743,16.75,75.0
120,3.4116,29.231,15.25,67.25
90,6.6017,60.849,14.5,66.5
75,5.1136,32.381,12.5,57.25
135,20.472,27.144,13.25,50.5
135,21.705,23.757,12.5,51.0
180,15.682,29.89,18.25,61.5
135,19.641,22.709,14.5,61.0
150,20.384,23.593000000000004,13.25,49.5
165,21.137,25.192,13.5,51.5
150,21.71,24.245,18.0,63.5
225,16.243,22.298,16.75,58.25
195,20.501,42.038,15.0,59.75
225,21.576,27.573,14.75,56.75
150,22.088,24.122,15.0,51.5
210,17.602999999999994,40.71,15.25,57.0
195,17.405,27.274,14.25,54.0
75,9.1919,25.889,18.5,62.75
75,8.6968,26.114,17.5,65.0
105,16.766,40.808,18.25,60.25
105,2.3787,29.508000000000006,20.5,69.25
105,3.7864,60.344,22.5,66.5
120,5.3854,48.922,21.75,69.75
150,13.55,36.85,18.25,66.5
90,2.9945,50.445,22.25,76.5
105,15.735,48.962,13.25,59.25
75,22.036,43.32899999999999,14.25,51.75
90,8.2101,20.144,18.25,67.25
75,2.9787,34.545,19.0,80.0
90,7.885,26.746,19.0,62.5
90,21.276,39.925,16.25,73.25
75,7.468,36.337,15.75,64.0
135,1.4101,30.247,19.75,69.25
180,4.2963,28.741,29.75,78.75
105,3.1367,20.392,23.25,69.75
105,3.5001,65.039,19.25,63.0
75,4.1605,69.89399999999999,16.5,65.75
150,4.759,30.139,24.0,80.25
165,3.7309,21.796,23.75,81.0
150,1.8469,27.582,27.75,74.0
75,5.1509,44.855,22.25,72.25
120,5.7162,67.297,21.0,65.0
105,4.5367,48.792,13.5,52.25
60,10.083,34.042,12.0,57.25
150,27.101,45.337,26.75,66.25
120,20.585,49.43,14.75,65.75
150,20.571,53.49,14.5,63.25
150,15.787,44.03,16.0,51.75
120,20.651,41.68899999999999,14.75,59.0
105,20.933000000000003,27.113000000000003,14.75,56.75
210,15.654000000000002,46.843,15.75,59.25
180,20.246,24.388,13.5,50.25
120,21.554,40.62300000000001,13.25,68.25
105,6.9025,56.348,15.0,59.5
90,10.759,32.207,16.25,55.25
105,7.4066,36.441,23.5,71.5
135,6.5105,36.817,28.25,76.75
105,3.2615,17.825,21.0,68.5
90,3.5812,24.152,24.0,69.5
135,6.2071,59.73,19.25,89.0
60,13.541,29.905,15.25,61.25
135,20.375,31.256,14.5,49.75
120,21.015,33.388000000000005,15.25,61.0
180,15.285,27.896,15.75,61.25
135,20.206,23.039,14.25,55.25
90,20.421,30.395,16.0,61.5
120,20.838,23.296,15.0,60.0
195,15.539,30.654,16.75,59.0
150,21.188,24.898000000000003,14.5,60.5
180,21.947,24.403,14.0,49.75
195,22.481,25.335,15.0,54.25
225,21.91,27.321,12.5,51.0
210,19.203,48.012,14.5,53.75
195,18.509,23.46,14.5,55.75
180,21.647,24.762,12.5,52.25
120,15.047,16.663,16.25,58.5
105,8.6085,10.657,19.5,65.25
90,8.8526,55.523,14.5,86.0
90,11.189,51.147,19.5,65.5
120,9.9292,59.231,16.5,57.75
120,8.1122,69.209,22.0,68.0
90,9.0139,38.181,17.25,66.25
105,7.5157,26.488000000000003,18.25,77.25
75,18.979,47.19,19.0,61.75
90,6.1459,56.098,34.5,82.25
165,19.832,22.584,15.0,55.5
180,21.427,16.494,13.0,51.0
165,14.158,45.7,18.0,56.5
120,20.25,49.53,16.5,58.0
195,21.189,39.405,14.25,56.75
195,22.202,27.311,15.5,56.5
180,22.247,27.379,14.0,62.5
165,14.685,7.9860000000000015,17.0,58.5
60,7.195,70.075,20.0,63.0
75,11.327,26.551,15.75,75.25
75,7.4069,45.94,15.25,62.5
120,12.821,19.441,21.5,65.5
135,5.4276,47.331,22.0,74.5
90,6.4436,17.261,12.75,74.75
120,4.454,59.51300000000001,20.0,66.0
105,3.8398,39.971,20.25,60.75
75,8.0626,43.04,20.75,66.5
90,6.3529,51.992,17.0,62.0
180,21.096,26.265,15.5,62.5
210,22.419,24.71,14.0,61.25
180,22.115,24.249,14.5,57.5
195,22.538,23.949,13.5,49.25
135,22.538,27.119,14.5,59.0
150,16.595,36.649,17.25,58.0
210,21.946,24.796,14.25,54.25
150,22.049,25.619,13.5,57.25
165,22.24,26.206,12.75,50.25
240,16.142,33.759,16.25,60.75
120,15.192,26.105,16.5,58.5
75,18.151,52.734,13.0,71.75
90,6.2313,64.962,27.5,78.75
90,6.2101,48.613,19.0,64.0
60,21.034,63.036,25.75,69.75
150,5.6427,32.915,18.25,70.75
90,4.6165,36.132,19.75,63.5
105,4.9186,58.06800000000001,19.0,65.5
135,4.5086,34.711,21.0,76.5
75,13.714,55.09,23.0,71.0
135,6.9652,62.872,18.5,72.0
105,0.74026,57.703,26.5,73.5
105,7.7448,37.268,18.75,68.0
120,3.1184,40.982,17.0,71.0
135,7.9329,50.15600000000001,18.5,62.25
90,14.185,52.132,38.0,83.25
105,7.4305,47.83,19.25,64.5
60,8.5404,62.459,34.75,77.75
105,4.0784,54.467,17.75,61.75
105,15.334,50.767,15.25,72.5
60,14.662,46.672,14.25,51.75
105,9.4541,49.893,17.5,57.75
120,8.1371,37.426,17.5,66.75
75,10.724,28.578000000000007,22.5,68.5
75,5.5772,50.839,13.75,67.25
105,10.586,39.87300000000001,19.75,67.5
90,8.3881,41.429,17.5,62.0
90,4.5055,43.774,16.75,64.25
90,8.625,69.35300000000001,20.75,60.0
90,8.4803,58.264,20.75,66.25
90,4.5957,39.495,24.75,74.75
90,13.384,43.621,16.75,55.25
75,9.5023,25.472,17.75,58.0
105,3.4767,34.761,22.0,66.0
75,9.4968,26.245,19.0,61.0
90,6.7385,62.295,21.5,65.25
135,19.678,35.736,17.0,61.0
165,20.432,24.765,15.0,59.0
180,14.946,39.69,16.75,56.75
150,20.423,23.601,14.5,56.75
195,18.01,19.378,15.75,58.75
210,18.028,17.977999999999994,14.75,52.0
165,21.199,25.273000000000003,13.0,48.25
195,15.664,27.392,17.0,59.25
150,20.428,24.176,13.75,52.5
210,15.624,25.533,16.75,58.25
135,21.479,29.556,14.75,55.0
210,17.438,3.0598,16.25,57.5
195,15.890999999999998,7.8483,16.5,58.5
150,24.2,22.174,17.5,62.0
90,5.4895,27.427,13.5,60.5
90,8.413,30.744,16.0,61.75
60,7.3235,66.32300000000001,19.25,60.0
135,18.628,51.316,18.75,60.25
75,5.579,43.025,13.25,60.5
60,12.424,15.637,15.75,59.5
90,4.8962,38.041,23.0,68.5
105,13.2,55.28,20.25,63.25
120,11.842,28.295,17.25,61.75
165,20.258,27.283,17.25,56.25
270,15.264,20.338,15.0,51.75
195,15.511,9.3655,16.5,60.0
240,20.392,26.015,14.5,56.25
195,15.166,31.719,16.25,56.25
165,15.173,7.8212,16.25,59.5
150,19.796,24.212,15.0,58.5
165,14.787,44.195,16.5,59.0
210,15.996,26.365,12.5,57.25
195,18.434,27.102,14.25,52.5
225,15.61,24.522,16.5,58.75
105,18.24,46.895,16.0,59.0
120,16.548,49.91,34.75,91.0
135,4.8259,56.17100000000001,26.0,74.5
75,2.8385,38.926,25.0,87.75
75,4.2035,55.238,17.75,82.25
45,16.796,26.53,14.0,53.5
60,10.974,33.344,16.5,57.0
60,12.842,26.015,16.5,53.25
90,10.217,30.477,16.0,56.0
105,9.3069,45.839,22.25,77.5
75,10.356,22.572,19.75,62.5
105,10.255999999999998,28.852,18.0,69.5
105,11.318,55.535,15.75,74.25
90,8.1086,58.994,20.5,65.75
60,10.652,24.181,16.0,52.25
60,11.207,21.892,17.0,78.0
60,15.336,59.585,15.0,68.0
60,10.97,35.325,15.75,61.0
90,10.064,20.423,15.0,59.25
60,12.339,24.634,16.5,60.25
60,14.111,50.59,18.0,61.0
135,6.4362,30.82,19.25,73.75
75,13.619000000000002,24.509,14.25,76.75
90,9.2925,55.79,17.0,66.0
75,11.65,68.084,16.0,69.0
60,13.994000000000002,25.535,14.75,63.5
75,14.612,31.964,31.75,87.0
105,10.389,57.783,17.0,88.0
60,11.663,61.07,16.75,57.25
225,14.999,30.286,17.0,58.5
165,20.484,32.844,11.5,51.5
240,15.215,27.632,16.75,58.25
165,17.545,22.817,16.25,57.5
195,17.305999999999994,26.834,16.0,54.75
180,14.724,27.737,17.0,60.25
120,19.435,55.9,17.25,62.75
210,14.252,32.369,16.75,56.25
165,14.71,23.499,17.25,58.5
240,19.606,25.049,13.75,54.5
180,15.056,14.599,16.75,58.25
165,14.377,10.712,18.25,62.5
180,17.04,23.517,15.75,56.75
195,17.243,32.351,14.25,54.25
120,10.043,22.237,17.0,56.5
195,20.364,22.509,13.25,52.0
165,15.022,35.052,17.0,57.0
210,15.226,17.267,15.5,58.0
195,20.949,22.366,13.5,55.75
210,14.783,26.377,17.0,58.25
165,14.717,5.9062,16.0,59.75
210,14.975,25.602,16.5,60.5
165,20.602,25.982,15.75,53.25
195,15.091,7.7991,16.5,60.5
165,12.088,57.243,23.5,65.5
105,6.1935,58.50100000000001,22.0,83.5
135,10.635,24.979,19.75,68.75
120,10.782,53.24100000000001,15.5,59.75
120,4.6143,24.966,14.5,65.25
150,1.3352,21.44,26.25,74.5
150,2.523,38.792,19.0,73.0
105,2.7877,32.809,19.0,65.75
120,0.41915,28.045,16.75,71.75
105,2.0273,40.428,22.25,67.0
120,4.5539999999999985,38.046,21.5,63.0
135,0.0056769,38.809,30.75,89.75
135,3.6105,43.674,17.0,62.25
150,18.372,60.753,13.5,54.0
210,14.875,23.809,16.75,58.25
150,20.34,25.58,13.0,53.75
150,14.936,22.657,17.0,58.5
150,18.876,28.423,14.25,55.25
225,15.663,33.293,15.25,52.5
195,15.058,5.7431,16.75,60.5
180,15.079,28.952,16.25,61.75
195,20.237,23.318,15.75,53.5
135,15.13,5.7578,17.25,61.5
240,15.586,35.047,16.5,62.0
195,15.177,9.847,16.75,58.25
150,19.557,32.669000000000004,14.75,53.25
195,15.132,28.298,17.75,59.5
105,15.246,24.188,18.25,59.75
105,17.112000000000002,44.52,16.75,59.0
225,14.66,15.027,16.75,61.0
180,14.572,9.0459,16.5,59.75
195,15.719,23.953000000000007,13.75,55.75
210,13.914,28.476,17.75,61.25
165,19.403,30.292,16.25,54.75
225,14.359000000000002,21.648000000000003,17.75,58.5
195,14.758,3.9477,16.25,60.0
165,19.753,22.635,14.75,63.0
180,11.504,32.525,15.25,53.25
180,14.196,28.139,15.25,57.5
150,18.248,23.515,16.0,54.0
195,14.492,24.919,17.25,59.5
195,14.826,23.375,15.5,55.5
255,20.302,33.134,14.5,53.0
240,15.297,25.761,16.25,59.5
255,15.295,8.9329,16.5,58.0
210,15.057,15.479,16.75,60.0
90,14.46,31.902,17.0,62.75
150,14.272,25.738000000000003,17.0,62.5
135,20.257,26.33,13.25,52.25
180,15.038,22.829,16.5,58.5
105,15.678,37.351,14.75,54.75
165,14.119000000000002,26.747,16.25,56.0
195,15.651,15.952,16.75,59.25
195,15.682,26.029,17.0,58.25
105,14.019,24.966,17.5,61.5
105,14.265,32.841,17.75,58.75
135,19.584,23.635,14.25,54.5
210,14.677,7.9472,16.75,58.5
195,15.415,6.8306,17.0,58.75
195,15.272,26.779,16.5,62.75
150,14.821,16.675,16.75,58.25
195,20.458,24.884,14.0,57.25
195,11.455,25.863000000000003,19.0,62.5
150,18.669,22.985,13.0,54.75
150,15.304,24.031,16.5,60.25
135,11.848,58.76300000000001,17.5,62.25
150,6.3668,6.1509,18.25,53.75
150,6.3601,8.9706,18.25,49.5
135,6.1952,7.5834,20.25,55.0
120,6.2771,3.5386,19.25,54.25
105,5.8966,3.0093,19.25,53.5
135,5.9703,3.3884,18.0,52.5
120,6.1717,32.343,18.5,55.0
135,6.779,20.883000000000006,18.75,56.0
120,6.1735,11.546,18.25,57.75
195,5.9281,18.452,19.25,55.75
105,6.5913,26.533,19.0,53.75
135,7.3712,38.592,15.0,54.5
105,6.3928,16.977999999999998,19.75,58.5
120,7.8749,29.094,19.25,56.25
120,6.9191,29.684,16.25,50.5
135,6.3975,10.272,17.75,51.0
135,7.6322,26.22,15.25,56.0
120,6.5217,39.079,17.75,55.25
150,7.1069,32.675,14.0,50.5
120,6.9617,44.699,18.5,54.25
135,6.4976,27.534,17.75,56.75
150,3.1262,38.761,14.0,64.25
210,6.3725,37.198,16.5,55.75
105,7.8901,30.731,25.75,72.25
165,5.104,48.118,20.75,68.75
135,7.3073,32.259,18.0,71.5
150,3.7826,24.58,24.75,70.25
120,5.5598,18.074,19.75,77.75
105,4.7583,31.392,15.75,76.0
135,6.2184,18.117,15.75,66.25
135,5.8943,13.615,21.25,59.5
90,5.0163,59.38,18.25,64.0
180,13.538,28.106,15.25,56.5
165,15.103,25.669,17.5,58.5
195,20.366,22.699,12.75,55.0
165,15.708,28.163,16.5,56.75
195,14.968,24.481,16.5,59.0
180,20.097,23.329,13.5,57.75
150,14.612,27.483,15.75,56.75
120,20.312,23.939,14.5,53.75
180,14.848,26.088,15.75,55.5
180,18.729,23.339,14.0,56.5
150,16.322,25.565,14.5,54.75
105,14.502,16.167,16.75,59.25
150,15.15,24.143,17.0,63.25
105,20.369,24.226,13.0,53.0
195,15.762,9.7042,16.5,58.75
105,15.252,25.053,16.5,63.75
150,14.86,21.554,17.0,60.0
180,19.821,23.358,13.5,53.5
150,14.201,8.5576,17.0,57.5
195,14.432,28.808000000000003,16.25,57.75
180,19.988,21.914,14.75,56.25
225,15.032,10.181,16.25,57.25
195,15.345,26.748,17.5,60.75
195,20.9,22.44,12.5,52.25
210,15.572,25.818,17.25,59.75
210,15.277,10.655,16.75,60.75
180,14.785,26.544,16.25,58.25
120,25.45,39.637,11.75,71.25
120,22.654,68.723,27.0,86.25
225,0.58016,77.17699999999998,36.75,92.5
75,6.5705,31.339,32.5,87.75
120,4.4959,40.911,21.25,73.75
120,4.9825,45.17,23.75,72.75
90,5.6864,50.159,28.75,77.75
120,4.7681,50.11600000000001,19.75,67.25
120,2.7132,39.37300000000001,21.0,66.25
75,3.4702,19.784,20.25,83.5
135,1.8232,59.313,15.0,60.25
135,10.163,13.541,22.5,64.5
150,0.55686,32.284,14.0,76.25
165,2.405,29.305,19.25,77.25
90,9.361,50.453,17.5,58.25
150,14.15,26.782,16.0,58.5
180,14.488,11.763,16.5,62.75
180,16.277,22.734,16.25,59.75
180,17.077,28.049,13.75,50.5
165,14.774,8.775,16.75,60.5
150,14.781,22.512,17.25,58.0
165,20.54,23.399,12.75,52.75
210,15.157,13.195,16.5,60.5
195,14.943,6.4054,16.25,58.75
165,15.276,26.069000000000006,13.25,59.5
225,20.436,21.973000000000006,13.5,54.5
180,14.977,10.08,17.0,58.5
210,15.453,22.761,17.25,60.25
165,14.417,23.318,17.0,59.5
150,19.97,34.584,16.5,55.25
195,15.564,24.98,17.75,57.75
195,13.441,22.082,17.25,58.75
120,5.8118,28.947,18.75,54.75
105,6.7794,23.313,15.5,46.75
135,6.7569,30.778,18.5,52.5
105,6.0571,19.367,19.0,57.75
120,5.895,26.085,18.25,55.25
135,7.7668,29.13,14.75,50.75
135,6.0301,32.771,20.5,56.25
150,5.6421,35.61400000000001,16.5,54.0
150,6.2094,27.657,19.0,59.25
135,5.809,28.107,18.5,50.5
180,5.9582,10.399,19.0,52.5
120,6.3199,34.47,19.0,54.25
165,4.9697,26.642,15.75,55.5
195,5.9097,35.46,17.5,54.0
135,6.6738,30.271,11.25,50.25
180,4.5852,32.803000000000004,22.25,56.5
105,7.3152,26.317,15.75,54.75
105,6.59,24.506,16.25,52.0
165,6.4899,12.448,18.0,53.0
120,5.8396,28.75,22.75,58.75
195,6.1693,40.547,18.25,77.25
180,15.319,22.824,16.25,60.25
180,17.609,26.736,13.25,56.75
195,17.570999999999998,25.913,12.75,51.75
150,8.5047,38.057,19.25,57.75
105,9.9239,34.4,14.0,44.75
180,5.9044,33.303000000000004,26.5,62.5
135,7.3014,28.982,20.0,56.75
135,10.382,25.212,14.25,53.0
165,7.2606,24.94,21.0,58.0
120,6.8437,33.455,16.75,50.0
105,9.2748,1.7480000000000002,26.5,71.25
105,9.3623,4.0832,27.25,71.75
105,9.2526,6.1236,26.5,73.5
105,7.6236,7.5564,26.75,73.0
105,9.0226,5.9518,26.5,73.0
105,9.0698,2.2499,27.0,71.75
105,9.0808,4.9388,26.25,73.0
105,7.5244,7.9625,31.0,76.25
105,9.1076,4.0901,26.25,72.75
105,9.044,2.0994,26.0,71.75
105,7.4705,7.1629,29.25,74.75
105,8.946,4.706,27.0,74.5
105,9.0863,3.7088,25.75,72.25
90,8.9705,6.1622,27.75,74.75
105,7.5199,6.9945,27.25,75.0
120,8.9425,2.9871,26.5,72.75
105,9.0369,1.8129,26.5,72.0
90,8.031,7.7618,27.75,77.25
105,8.6245,6.8598,24.25,72.75
105,9.174,5.0343,26.5,73.5
105,9.2376,3.8105,27.0,72.5
90,8.7773,7.266,28.0,75.5
105,7.6977,6.9518,24.0,73.0
105,9.1333,3.7898,26.75,74.5
105,9.2448,2.6466,25.25,70.75
105,7.6388,5.976,26.25,74.75
105,8.9645,7.513,25.5,74.25
135,10.644,2.4503,20.75,68.25
135,8.8461,6.5675,25.5,73.0
105,8.9669,5.0424,26.5,71.25
135,10.729,2.5703,22.0,69.0
135,8.5943,3.9872,26.5,72.5
105,8.9929,1.9596,26.5,70.25
105,7.504,6.686,31.0,79.25
105,9.0466,1.8402,26.75,73.5
105,9.0388,2.8643,26.75,70.0
105,7.4018,6.295,28.75,76.75
105,9.0323,1.3381,27.0,72.25
105,9.1095,4.7783,26.0,73.0
105,7.3313,6.9635,30.75,77.25
105,8.8248,4.3551,27.0,74.25
105,8.9101,1.5144,26.5,71.5
105,7.3542,6.6089,28.5,76.5
105,8.9851,7.3441,27.0,73.75
105,9.1544,2.5264,26.75,71.25
105,7.3921,7.063,31.75,78.25
105,9.1227,1.6988,26.0,72.25
105,8.7908,4.9405,26.5,71.5
105,7.2784,6.8992,24.0,74.75
120,8.755,2.5492,25.75,70.25
120,7.1549,7.8537,30.75,77.25
105,9.0015,4.2001,28.25,75.25
120,7.3439999999999985,6.5148,32.0,75.0
105,9.0468,2.9337,27.0,72.0
105,7.8006,4.4726,27.75,75.25
105,8.4823,5.7702,24.0,73.0
105,9.087,2.6173,26.0,68.0
105,7.4165,7.6959,31.25,75.75
105,9.0,2.5384,27.0,72.75
105,8.8467,6.5991,27.0,73.0
105,8.8536,4.6560000000000015,26.75,70.5
90,8.4871,7.2345,26.75,73.5
105,7.6529,7.6531,25.25,74.5
120,9.1272,3.2543,26.25,70.5
105,8.9729,4.9015,28.0,73.5
105,7.4951,6.3251,29.25,73.0
105,9.2894,4.0073,26.5,71.75
105,8.3087,7.8218,28.0,74.0
105,8.1189,7.9105,24.75,72.0
105,9.1197,1.4752,26.25,69.25
90,8.7606,6.9677,27.25,74.0
105,7.7392,6.9796,24.75,75.25
105,9.0201,2.6897,28.0,70.5
105,7.3546,6.1836,24.75,74.25
105,8.7409,6.8693,24.25,76.25
105,8.8311,2.8387,27.25,71.0
105,7.2777,8.2807,29.75,76.5
105,8.9884,1.769,26.25,73.0
105,9.053,3.0294,25.75,69.5
105,7.1688,8.8436,30.0,74.75
105,9.0981,5.8288,26.25,72.75
105,9.1158,2.5889,24.75,70.75
105,9.1727,6.935,25.25,70.75
105,9.1827,6.3858,26.25,70.0
135,8.9694,7.322999999999999,26.5,72.25
90,8.3657,6.7611,21.75,68.5
135,9.7431,6.6395,20.25,65.5
150,9.0212,6.5813,25.75,71.5
165,9.4514,6.4869,23.5,68.5
105,10.495,8.5947,20.5,70.5
105,7.6144,8.3633,24.5,70.25
105,9.134,7.4754,26.5,70.75
105,9.3326,3.6494,26.0,70.0
105,9.3891,3.1073,25.75,71.25
105,7.7604,7.3576,29.75,74.75
105,9.4073,7.5584,25.5,73.0
105,9.398,2.6718,26.75,70.75
105,7.7226,8.1936,25.75,71.0
105,9.4456,8.613,26.25,72.5
120,9.2988,3.006,25.5,71.0
90,7.9393,6.8618,28.25,75.75
105,8.8668,7.456,23.5,70.5
105,9.3251,2.8246,26.0,71.0
90,8.8342,8.1258,26.5,73.0
105,7.9627,8.4006,24.25,72.75
105,9.4324,2.7024,26.25,72.25
105,9.2801,5.1405,26.0,71.25
105,7.526,7.3197,28.0,74.0
105,9.3552,5.3735,27.0,71.25
105,9.1685,3.6002,26.25,70.0
120,9.1895,8.0035,25.75,69.0
120,7.5731,6.9568,25.5,70.25
105,9.0057,5.8079,26.25,75.5
135,8.9828,6.135,27.25,72.25
105,9.2723,3.9413,25.5,71.0
105,9.2457,4.9148,27.25,71.75
105,7.6574,6.7535,26.25,72.75
105,9.1789,7.4148,27.5,73.5
105,9.2934,2.1243,26.75,69.5
105,9.3001,5.2762,25.75,69.5
105,7.6253,7.3843,30.0,76.25
105,9.2198,7.2429999999999986,26.25,72.25
105,9.2777,1.8431,26.5,70.25
105,9.2689,4.835,26.5,71.0
105,7.6361,6.5751,30.0,77.0
105,9.3403,4.4653,26.25,73.75
105,9.0088,3.6407,26.5,71.0
90,9.0054,6.6209,27.0,74.75
105,7.9116,7.24,25.0,73.25
105,9.4096,5.0783,26.0,73.5
105,9.2068,2.2162,26.75,72.5
105,9.1164,6.3714,27.0,71.75
105,7.6114,6.4983,30.0,74.25
105,9.2686,7.1281,27.0,74.5
135,9.4024,6.777,26.5,72.0
150,9.1296,3.6376,27.25,71.5
105,9.3373,3.1334,27.25,71.5
120,9.2409,7.6869,26.25,69.5
105,7.5975,7.1787,27.0,74.0
105,9.2135,6.4942,27.75,74.5
105,9.1428,4.933,27.25,74.0
105,9.217,1.7719999999999998,26.5,71.5
90,8.8131,7.4197,26.75,74.0
105,8.0734,6.4495,24.5,72.5
105,9.4284,1.8331,26.75,72.25
105,9.4167,4.3610000000000015,26.75,71.75
105,7.4719,9.223,30.5,76.25
120,8.8699,4.5879,28.25,72.25
